tier,business_name,vertical,group,website_url,city_area,email,email_source_url,owner_name,phone,site_score,site_signals,size_check,optout_notice,qualified,disqualify_reason,notes
unqualified,Fanan Custom Cabinetry,Custom millwork / cabinet,A,https://fanan.ca/,Ottawa,info@fanan.ca,https://fanan.ca/,,(613) 866-5005,1,free_template,"PASS - small local Ottawa shop, single location, small team inferred from social presence",FALSE,FALSE,"site_score < 3 - modern agency-built WP site 2024, active SEO blog, clear CTA, full SSL, active social media",Commercial millwork and custom kitchen cabinets; active commercial cabinetry gallery; Ottawa-focused; no testimonials page
unqualified,Alliance Cabinets and Millwork,Custom millwork / cabinet,A,https://alliancecabinet.ca/,Nepean (Ottawa),info@alliancecabinet.ca,https://alliancecabinet.ca/,,888-565-0554,1,no_social_proof,"FAIL - 25+ years, 10000+ sq ft facility, toll-free 888 number, claims Canada-wide reach, modern agency site from 2026",FALSE,FALSE,"size FAIL - Canada-wide claims, large production facility, full agency marketing build",Custom kitchens to commercial millwork; multi-unit and high-rise cabinetry; 210 Colonnade Rd S Nepean
unqualified,AMA United Company,Deck & fence builders,B,https://amautdc.com/,Ottawa / Barrhaven / Kanata / Orleans,,https://amautdc.com/contact.html,,613-869-7775,1,no_social_proof,"PASS - small local 668 Capricorn Circle Ottawa, locally owned",FALSE,FALSE,no public email on own domain - only amautdc@hotmail.com,Fencing decks interlock renovations. Best of Ottawa award. 150+ 5-star reviews. Hotmail disqualifies under CASL own-domain rule.
unqualified,GDS Ottawa - Garage Door Solutions,Garage door installation,B,https://www.garagedoorsolutionsottawa.ca/,Ottawa / Kanata / Barrhaven / Orleans,info@gdsottawa.ca,https://www.garagedoorsolutionsottawa.ca/contact-us,Vitaliy,343-777-8893,1,free_template,PASS - family-owned local business single owner Vitaliy 1000+ repairs no staff page owner-operated,FALSE,FALSE,site_score below 3 - modern GoDaddy site 5.0 Google rating good CTAs active content,Owner Vitaliy. GoDaddy website builder wsimg.com. 1000+ repairs. 5.0 Google. Serves entire Ottawa area. Residential specialist. Same-day service 9am-9pm.
unqualified,Ottawa Garage Tech,Garage door installation,B,https://ottawagaragetech.ca/,Ottawa / Kanata / Barrhaven / Orleans,ottawagaragetech@gmail.com,https://ottawagaragetech.ca/contact,,(613) 900-6005,1,no_social_proof,PASS - small local team no staff page single-operator feel,FALSE,FALSE,site_score below 3 - modern custom site good structure active blog strong CTAs. Gmail not own-domain email.,Modern custom-built site. Full service: springs cables openers installation weather sealing. Open daily 7am-9pm. Gmail on contact page. No reviews or testimonials on scraped pages.
unqualified,Capital Yardworks,Interlock / hardscaping,B,https://capitalyardworks.com,Ottawa,info@capitalyardworks.com,https://capitalyardworks.com/service-request/,,613-898-1671,1,stale_content,FAIL — modern WP site with active blog + hiring page + client portal; clearly has marketing vendor,FALSE,FALSE,modern site — already has vendor; active blog and hiring presence indicate established marketing,Residential + commercial landscape construction; carpentry; snow removal; playground installs. 10+ yrs. Hiring page suggests active growth phase (peak season July urgency)
unqualified,ALM Construction & Landscaping,Interlock / hardscaping,B,https://almlandscapeconstruction.com,Ottawa,office@almlandscapeconstruction.com,https://almlandscapeconstruction.com/contact/,"Lindsey, Rob",(343) 308-1265,1,stale_content,FAIL — modern professional site with active blog and external lead funnel (sales.alm...); agency-built,FALSE,FALSE,modern agency-built site — already has a vendor; external landing-page funnel is a clear marketing agency signal,Owner-run hardscape + landscape + interior renos; TechoPro certified; 5.0 Google; 500+ projects; emphasis on freeze-thaw expertise and owner-on-site guarantee. Peak season — booked out but still quoting.
unqualified,Hardscape Ottawa,Interlock / hardscaping,B,https://www.hardscapeottawa.com,Ottawa,,,,,1,stale_content,FAIL — Squarespace site with careers page and virtual consultations; established marketing operation,FALSE,FALSE,modern site + careers page + no public email on own site,Full outdoor living: patios; pools; outdoor kitchens; permeable driveways; retaining walls; fire features. Has cart/checkout feature. Already well-marketed.
unqualified,Bennett Lawn & Landscape,Interlock / hardscaping,B,https://bennettlawnandlandscape.ca,Stittsville,,,Isaac Bennett,613-416-6409,1,stale_content,PASS — solo owner-run; founded 2020; referral-only growth; single location,FALSE,FALSE,no public email on own site (contact form only),Interlock patios; retaining walls; driveways; walkways; sod; fire pits; pergolas; step builds with lighting. Serves West Ottawa: Kanata/Barrhaven/Nepean/Manotick/Richmond/Carleton Place/Carp. Owner Isaac Bennett on every job. BBB accredited; 22 Google reviews. Modern WP site already built — no email means CASL disqualify.
unqualified,Empire Deck & Interlock,Interlock / hardscaping,B,https://empiredeckandinterlock.com,Ottawa,,,,613-216-1093,1,stale_content,FAIL — retail storefront + materials yard + fleet + dedicated PMs + design team + operations manager; medium-sized company,FALSE,FALSE,too large — retail storefront; in-house design team; full-time PMs; operations manager; Consumer Choice Award 2023; no public email,Decks (all materials); interlock driveways/patios/walkways; retaining walls; landscape design; Techo-Bloc and Permacon specialist. Award-winning mid-size company.
unqualified,RiverMist Landscape,Interlock / hardscaping,B,https://rivermistlandscape.com,Ottawa / Nepean,info@rivermistlandscape.com,https://rivermistlandscape.com,Wahab Ghafari,613-270-5185,1,stale_content,PASS — small owner-run; single location; owner Wahab Ghafari on every job,FALSE,FALSE,modern agency-built site — active blog; online shop with Stripe; maintenance program; chat widget; YouTube channel; already has full marketing infrastructure,Interlock driveways/walkways/patios; retaining walls; water features; landscape lighting; hardscape maintenance program. Owner Wahab Ghafari. 90+ Google reviews. Serves Ottawa/Nepean area. Very well-marketed — not a good prospect.
unqualified,Virtucom Metals,Metal fabrication / welding,A,https://www.virtucommetals.com/,Carp,,,,613-836-1954,1,,PASS - small single-location shop in Carp ON,FALSE,FALSE,site_score < 3; score=1 (no signals strongly firing; modern 2024 site with testimonials and CTA),"Laser cutting, CNC punching, welding, powder coating; actively hiring apprentices; serves electronics/security/architectural markets"
unqualified,Black Tar Construction,Paving / asphalt sealing,B,https://blacktar.ca/,Ottawa,bookings@blacktar.ca,https://blacktar.ca/,,(888) 424-5455,1,no_clear_cta,FAIL - Canada Top Growing Companies Globe and Mail award; 888 toll-free; ServiceTitan scheduling platform; municipal and strata divisions; clearly scaled regional operation,FALSE,FALSE,size filter fail - regional chain scale,Asphalt paving and maintenance; award-winning; lifetime warranty; active blog; BookNow CTA
unqualified,Alvi Paving Ltd,Paving / asphalt sealing,B,https://alvipaving.ca/,Ottawa,paving@alvipaving.ca,https://alvipaving.ca/,,613-228-0385,1,no_clear_cta,FAIL - 60+ year established firm; employer-of-choice careers page; multiple staff references; large-scale commercial projects,FALSE,FALSE,size filter fail - too large/established,Driveways; parking lots; interlock; concrete; Ottawa-Carleton area since 1963
unqualified,Bulgari Paving,Paving / asphalt sealing,B,https://www.bulgaripaving.ca/,Ottawa,info@bulgaripaving.ca,https://www.bulgaripaving.ca/about-us/,,613-265-3217,1,no_clear_cta,PASS - family-owned decade of experience; no franchise/chains; no careers page,FALSE,FALSE,site score below threshold - polished modern site (2024),Residential and commercial paving; interlock; 2500+ homeowners served; 5-star Google; seasonal peak urgency
unqualified,Seal-A-Drive,Paving / asphalt sealing,B,https://sealadrive.ca/,Ottawa,info@sealadrive.ca,https://sealadrive.ca/about-us/,,613.698.7325,1,no_clear_cta,PASS - family-owned operated since 1989; owner-operated language; Ottawa + North Bay (both small markets),FALSE,FALSE,site score below threshold - modern WP site with strong social proof,Asphalt sealing; repairs; line striping; crack filling; family-owned; 30+ years; strong testimonials; July seasonal urgency
unqualified,Abirang Powder Coating,Powder coating / finishing,A,https://abirangpowdercoating.com/,Ottawa,,,,613-745-4600,1,no_clear_cta,"PASS - small shop, partner brand of ABD Ironworld, single Ottawa location",FALSE,FALSE,"no public email - contact email info@abdironworld.com is parent company domain, not own site","Powder coating + sandblasting, rim coating niche. Pricing pages visible. ABD Ironworld parent. Modern 2022 WP site with decent CTAs. Email only on parent company domain - CASL disqualifier."
unqualified,RLD Industries Ltd.,Powder coating / finishing,A,https://rldindustries.com/,Ottawa (Gloucester),larry@rldindustries.com,https://rldindustries.com/contact/,,613-822-4000,1,no_clear_cta,"FAIL - historically 103 staff, established 1979, multiple service divisions, too large",FALSE,FALSE,"size FAIL - company employed up to 103 staff, clearly large industrial operation",Powder coating + residential painting + specialties. 50+ years in Ottawa. Modern 2023 website rebuild. Too large for prospect.
unqualified,Pegen Industries Inc.,Tool & die / precision mfg,A,https://pegenindustries.com/,Stittsville,info@pegenindustries.com,https://pegenindustries.com/about/,Fergus Groundwater,(613) 831-1594,1,no_social_proof,FAIL - 35 professionals/tradespeople explicitly stated; 15000 sq ft; President/VP/Operations/Sales/Quality managers listed,FALSE,FALSE,FAIL size - 35 staff explicitly stated,"Machining + sheet metal + value-added; Stittsville; website by Excentric Agency - already has web vendor | Also appears under vertical(s): Machine shops, Metal fabrication / welding."
unqualified,Billet Precision Ltd.,Tool & die / precision mfg,A,https://billetprecision.ca/,Ottawa,,,,,1,no_social_proof,FAIL - 30000 sq ft facility; 5M+ parts manufactured; 30+ years implies large operation,FALSE,FALSE,FAIL size - 30000 sq ft / 5M+ parts,High-end CNC machining; aerospace/defense/marine; too large for campaign
unqualified,Livepoint Mould,Tool & die / precision mfg,A,https://www.livepointtooling.com/,Ottawa,,,,,1,no_social_proof,FAIL - appears to be offshore manufacturer with Ottawa SEO landing page; watermarked product images; no physical Ottawa address found,FALSE,FALSE,FAIL size - not a genuine local Ottawa SMB; offshore company with local SEO page,Rapid prototyping/tooling/injection moulding; 23 years claimed; no Ottawa address; not a local shop
unqualified,Wright Tree Service,Tree services / arborists,B,https://wrighttreeservice.ca/,Ottawa,info@wrighttreeservice.ca,https://wrighttreeservice.ca/contact/,Robert Wright,613-927-0661,1,footer_year_2021_or_older_or_none,"PASS - locally owned since 2010, single Ottawa operator, owner Robert Wright, no franchise indicators",FALSE,FALSE,site_score below threshold (1 of 3 required),"Own-domain email confirmed. Stale '15% off until March 1 2021' promo banner still live on every page (lazy site upkeep angle), but blog actively updated June 2026. WebMarketers 'Contractor Blueprint' template. Emphasizes removal, pruning, storm damage, hedge trimming; testimonials present. July peak season."
unqualified,Rock's Tree Service,Tree services / arborists,B,https://rockstreeservice.ca/,Ottawa / Orleans,,,,613-725-7644,1,footer_year_2021_or_older_or_none,"PASS - 6 employees stated on site, bilingual, single Ottawa operator, no franchise",FALSE,FALSE,no public email on own domain - only rockstreeservice@gmail.com shown site-wide,"Small crew (6 employees, 7159+ customers stated), bilingual English/French service - a differentiator in Ottawa/Orleans. Only Gmail shown, no own-domain email. July active season, emergency 24/7 storm work."
unqualified,Crowe Tree Service Inc.,Tree services / arborists,B,https://treeremovalottawa.com/,Ottawa,,,,613-978-8733,1,stale_content,"PASS - owner Kevin Crowe, ISA Cert ON-2500A, established 2002, single Ottawa operator",FALSE,FALSE,no public email on own site - contact form only,"Established 2002, owner Kevin Crowe (ISA certified). Project gallery images all use 2010 file paths (stale content), 2016-era logo/design. Contact page is form-only, no direct email. Storm-damage cleanup angle strong in July peak season."
unqualified,Nelson Water,Well drilling / water treatment,B,https://nelsonwater.com/,"Ottawa, ON",sales@nelsonwater.com,https://nelsonwater.com/,,613-831-8491,1,stale_content,"PASS - local Ottawa EcoWater dealer, single location, residential focus",FALSE,FALSE,"site score below 3 - modern agency-built site (WebMarketers), clearly already has marketing vendor","EcoWater authorized dealer Ottawa. Water softeners, RO, UV, well pumps, bottled water delivery, air purifiers. Already has active professional marketing."
unqualified,TAMAX Drilling & Excavation,Well drilling / water treatment,B,https://tamax.ca/,"St-Pascal-Baylon, ON",info@tamax.ca,https://tamax.ca/,,613-877-2077,1,no_social_proof,"PASS - single location, small local business",FALSE,FALSE,vertical mismatch - municipal/commercial directional drilling hydrovac street sweeping not residential well drilling,"Directional drilling, hydrovac, water and sewer works, CCTV. Municipal/commercial focus only. Not residential well drilling."
unqualified,Top Deck Boatworks,Boat / marine repair,B,https://topdeckboatworks.com/,Ottawa,,,Jay Gunawardena,,0,,"PASS - small certified repair shop, Jay Gunawardena owner/operator",FALSE,FALSE,no public email - only contact form on site,"Fibreglass and gelcoat repair, inflatable/Zodiac certified, 40+ years experience; fresh 2025 site, no email shown publicly; strong testimonials; July demand high"
unqualified,Hurst Marina,Boat / marine repair,B,https://hurstmarina.com/,Manotick,bgour@hurstmarina.com,https://hurstmarina.com/Join-our-Team/,Mark Hurst / Peter Hurst,613-692-1234,0,,"FAIL - Yamaha franchise dealership, 6+ named staff on Meet Our Team, full marina and dealership operation",FALSE,FALSE,size FAIL - franchise/dealership with multiple departments and named team of 6+,"Full service Yamaha marina, boat sales, service, dockage, paddleboards; Manotick location on Rideau"
unqualified,Pirate Cove Marina,Boat / marine repair,B,https://www.piratecovemarina.com/,Ottawa area,,,,,0,,"FAIL - part of Leisure Days RV Group, one of Canada's largest recreational dealership networks per their own careers page",FALSE,FALSE,"size FAIL - chain/group dealership, multiple brands, careers page mentions national network","Part of Leisure Days RV Group; pontoons, aluminum/fibreglass boats, outboards; service and parts department"
unqualified,D'Agui Masonry Ottawa,Chimney & masonry repair,B,https://www.daguimasonry.com/,Ottawa,,,Gregory D'Agui,613-878-5989,0,,PASS - single Ottawa owner-operated business,FALSE,FALSE,no public email - only Gmail not on own domain,"Multi-award winning masonry; chimney, brick, parging, repointing; Squarespace site with active marketing blog and 2026 Canadian Choice Award; already has vendor"
unqualified,Integrity Masonry,Chimney & masonry repair,B,https://www.integritymasonry.ca/,Ottawa,admin@integritymasonry.ca,https://www.integritymasonry.ca/,Nick Ford,,0,,"FAIL - structured HR with employee benefits/RRSP/dental, careers page, multiple named staff, active Squarespace marketing blog 2026",FALSE,FALSE,size FAIL - multiple staff with full benefits program; already has active web vendor,Founded 2008 by Nick Ford; Red Seal certified; BBB Ethics Award; active blog 2026; RenoMark verified; Top 100 Most Powerful Women award for Tessa Ferzli 2024
unqualified,Forte Masonry Contracting,Chimney & masonry repair,B,https://fortemasonrycontracting.com/,Ottawa (Orleans),,,Joe,613-229-6144,0,,"PASS - family-owned Ottawa business 20+ years, single location",FALSE,FALSE,no public email - only Gmail not on own domain,"Chimney repair, parging, repointing, masonry restoration; owner Joe; serves Orleans and Ottawa; family team; competitive pricing testimonials"
unqualified,Ottawa Masonry,Chimney & masonry repair,B,https://ottawamasonry.ca/,Ottawa,info@ottawamasonry.ca,https://ottawamasonry.ca/contact/,,613-454-8186,0,,"FAIL - agency-built modern site with active marketing blog/articles, virtual office address (1730 St-Laurent Suite 800), highly SEO-optimized",FALSE,FALSE,size FAIL - clearly agency-built modern site with active marketing vendor,"Full-service masonry; chimney, foundations, concrete, brick, stone; serves Ottawa/Nepean/Kanata/Orleans; virtual office address; very polished site with active blog"
unqualified,Canadian Masonry Services,Chimney & masonry repair,B,https://canadianmasonryservices.com/,Rockland (Ottawa area),info@canadianmasonryservices.com,https://canadianmasonryservices.com/,,613-286-1113,0,,"PASS - owner-operator Rockland ON address, family-run, no franchise indicators",FALSE,FALSE,"site_score below 3 - active blog with 2026 posts, clear CTA, good testimonials, SSL - site well-maintained","Chimney repair, WETT inspection, parging, repointing, foundations; address Rockland ON K4K1S1; blog active April 2026; testimonials span 10+ years"
unqualified,Lesway Masonry,Chimney & masonry repair,B,https://leswaymasonry.ca/,Ottawa (Gloucester),,,James,613-915-2184,0,,"PASS - sole operator named James, single Ottawa area location",FALSE,FALSE,no public email - only Gmail not on own domain,"Chimney restoration, brick repair, repointing, parging; owner James; positive client reviews; Gloucester and Ottawa area"
unqualified,Solid Masonry,Chimney & masonry repair,B,https://solidmasonry.ca/,Ottawa,info@solidmasonry.ca,https://solidmasonry.ca/,Taylor MacDonald,613-880-0988,0,,"PASS - owner Taylor MacDonald leads small team, single Ottawa location, no franchise",FALSE,FALSE,"site_score below 3 - active blog 2025/2026, good testimonials including heritage building work, SSL, clear CTA","Heritage masonry, chimney repair, repointing, retaining walls, parging, custom fireplaces; owner Taylor MacDonald; high-quality testimonials from commercial and residential clients"
unqualified,East Ottawa Mechanical,Commercial HVAC / mechanical,A,https://eastottawamech.com/,Ottawa (East),,,,,0,,"FAIL - residential-only; nav has Residential only, no commercial services section",FALSE,FALSE,residential-only,"Furnace, AC, heat pump, boiler - all residential; no commercial HVAC services listed"
unqualified,Gas Man Ottawa,Commercial HVAC / mechanical,A,https://www.gasmanottawa.com/,Ottawa,,,,613-880-3888,0,,FAIL - residential gas and HVAC only; no commercial services listed,FALSE,FALSE,residential-only,"Gas piping, BBQ install, pool heaters, fireplaces, furnaces, AC - all residential"
unqualified,AirZone HVAC Services,Commercial HVAC / mechanical,A,https://www.airzonehvac.ca/,Ottawa (multiple areas),info@airzonehvac.ca,https://www.airzonehvac.ca/about-us/,,613-592-5770,0,,"FAIL - 9+ location pages, 1086 Google reviews, Lennox certified dealer, Rheem Pro Partner, major regional operator since 2005",FALSE,FALSE,"size FAIL - multiple location pages, 1000+ reviews, large staff, major manufacturer partnerships",Large residential HVAC company; well-resourced marketing vendor; not a prospect
unqualified,DILFO Mechanical,Commercial HVAC / mechanical,A,https://www.dilfo.com/,Ottawa,,,,,0,,"FAIL - 45+ years, Ottawa largest ICI projects, multiple industry associations, clearly 20+ staff",FALSE,FALSE,"size FAIL - large ICI contractor, 45+ years, mentions Ottawa largest projects",Major mechanical contractor for large commercial and institutional projects; not a target
unqualified,JD Swallow Heating Contractors Inc.,Commercial HVAC / mechanical,A,https://www.jdswallow.com/,Ottawa,,,,613-822-7974,0,,"FAIL - 1383 Google reviews, Ottawa Sens partner, 30+ years, Skilltrade Marketing vendor, large operation",FALSE,FALSE,"size FAIL - 1383 reviews, Ottawa Sens sponsor, large residential HVAC company",Large residential HVAC company with active marketing vendor; not a prospect
unqualified,Broder Electric Ltd.,Commercial electrical,A,https://www.broderelectric.com,Ottawa,Fred@broderelectric.ca,https://www.broderelectric.com/contact-us/,Fred Broder Jr.,613-244-1176,0,,"FAIL - 90+ year firm, ISNetWorld Avetta Alcumus compliance portals on site (enterprise procurement); high-voltage vault data centres bucket-truck work",FALSE,FALSE,size FAIL - enterprise procurement portals (ISNetWorld Avetta Alcumus PWGSC) indicate large commercial operation,90+ years in business; industrial commercial data centres high-voltage vaults; family-owned (Fred Broder Jr.) but clearly large operation with formal safety compliance systems
unqualified,C&M Electric,Commercial electrical,A,https://cmelectric.com,Carp / Ottawa,reception@cmelectric.com,https://cmelectric.com/,,613-839-3232,0,,FAIL - self-describes as leading electrical contractor for Eastern Ontario and Western Quebec; active Estimator role (Accubid/Bluebeam); 60+ years operation,FALSE,FALSE,size FAIL - leading regional contractor Eastern Ontario + Quebec coverage careers page with active Estimator posting using enterprise estimation software,Commercial/industrial/design-build specialist 60+ years; EV chargers and Generac; founder Wayne Crawford OCA Wall of Fame 2024
unqualified,Drycore Electric (2002) Inc.,Commercial electrical,A,https://drycoreinc.ca,Ottawa,contact.us@drycoreinc.ca,https://drycoreinc.ca/contact/,,613-745-7600,0,,FAIL - 30+ years auto-included in short-listings for public/private projects completed jobs internationally repeat GC business indicates medium-large operation,FALSE,FALSE,size FAIL - international projects pre-qualified public/private contracts significant GC base implies 20+ staff,Full-service: pre-construction design-build installation maintenance; industrial/commercial/residential; 5480 Canotek Road Ottawa
unqualified,Ottawa Foundation Inc.,Concrete / foundation / waterproofing,B,https://ottawafoundation.com/,Ottawa,,,,613-866-1320,0,,FAIL - very polished modern agency-built site; ICRI certified; 3200+ homes; $15M liability; in-house crews; established marketing blog - clearly has a web vendor,FALSE,FALSE,size_filter_fail - agency-built modern site with active blog and professional branding; already has marketing vendor,Premier structural firm Est. 1999; engineered solutions; Kanata to Orleans; aerospace-grade materials claim; lifetime transferable warranty
unqualified,The Foundation Guys,Concrete / foundation / waterproofing,B,https://www.thefoundationguys.com/,Ottawa,,,,1-343-341-5262,0,,FAIL - serving since 1978; also serves Cornwall; job opportunities page listed; large team implied; multiple service areas,FALSE,FALSE,size_filter_fail - regional multi-area operator with job opportunities; serving Ottawa + Nepean + Rockland + Cornwall,Foundation repair + waterproofing + crawl space + attic insulation + radon; long established regional company
unqualified,Atlantic Basement Systems,Concrete / foundation / waterproofing,B,https://www.atlanticbasementsystems.ca/,Ottawa,,,,1-807-789-4965,0,,FAIL - Basement Systems dealer network (franchise/branded dealer); meet-the-team + affiliations + job opportunities,FALSE,FALSE,size_filter_fail - Basement Systems branded dealer; part of national dealer network,Waterproofing + foundation + crawl space + insulation; dealer of patented Basement Systems products
unqualified,LTR Industries,Custom millwork / cabinet,A,https://ltrindustries.com/,Ottawa,mail@LTRindustries.com,https://ltrindustries.com/,,613-822-3376,0,,"FAIL - 40+ years operation, 9 open corporate job postings, professional agency site with video hero",FALSE,FALSE,"size FAIL - multi-dept org with engineering, PM, production teams; 9 active job listings",Architectural millwork B2B serving architects and GCs; 2610 Rideau Rd Ottawa; pre-build and store process
unqualified,KV Construction,Custom millwork / cabinet,A,https://kvconstruction.ca/,Ottawa,info@kvconstruction.ca,https://kvconstruction.ca/commercial-cabinetry-ottawa,Shawn Villeneuve,(343) 549-1214,0,,"FAIL - general contractor with multiple service lines, 7+ location pages, not a dedicated millwork shop",FALSE,FALSE,"size FAIL - general contractor with kitchen reno, home building, commercial construction, energy rebates across multiple Ottawa areas",Commercial and residential cabinetry as one of many services; owner Shawn Villeneuve; Red Seal carpenters; family connection to Lauzon Music
unqualified,Tim Davis Design Inc,Custom millwork / cabinet,A,https://timdavisdesign.com/,Ottawa,design@timdavisdesign.com,https://timdavisdesign.com/millwork-custom-furniture/,Tim Davis,(+1) 613 255 0268,0,,FAIL - interior design firm not a millwork fabrication shop,FALSE,FALSE,wrong vertical - interior design firm that specifies millwork but does not fabricate; they hire millwork shops as subcontractors,Millwork design consulting to other design practices and millwork shops; active portfolio 2019-2025; commercial interiors specialist
unqualified,Laurysen Kitchens,Custom millwork / cabinet,A,https://www.laurysenkitchens.com/,Ottawa (Stittsville),,,,(613) 836-5353,0,,"FAIL - dealer network with Find Dealer and Become Dealer pages, regional chain, active marketing blog and YouTube",FALSE,FALSE,size FAIL - dealer network model; regional chain; active agency marketing operation,Kitchen cabinet dealership with custom millwork gallery; established 1970s; dealer model not small local shop
unqualified,Ottawa Deck Builders,Deck & fence builders,B,https://ottawadeckbuilders.ca/,Ottawa,,,Phil Devine,613-457-5128,0,,"FAIL - Division of Delta Decks, Toronto GTA regional company since 2008",FALSE,FALSE,size FAIL - Delta Decks parent is multi-city Toronto/GTA/Southern Ontario company,Custom decks composite PVC. Phil Devine project manager. Modern professional site.
unqualified,Luxury Decking Ottawa,Deck & fence builders,B,https://luxurydecking.ca/,Ottawa / Kanata / Barrhaven / Orleans,,,Jack,,0,,"FAIL - agency-built modern Shopify site, active marketing blog, pricing tool, mobile showroom",FALSE,FALSE,"size FAIL - modern design agency-built last 3 yrs, already has marketing vendor","Premium composite/PVC/PT decks. Transparent pricing from $3,995. 4.9 stars 55 reviews. Already has active marketing."
unqualified,Fence-All Ottawa,Deck & fence builders,B,https://fenceall.com/,Ottawa,sales@fenceall.com,https://fenceall.com/about/,,613-736-1122,0,,"FAIL - 50-year-old industry leader, manufacturing facility over 1 acre, ships throughout Canada, multiple corporate job openings",FALSE,FALSE,"size FAIL - large established company, manufacturing operation, Canada-wide shipping",Fences decks railings gates. Since 1976. Ottawa-only installations but large-scale manufacturer. Not a target.
unqualified,Hickory Dickory Decks Ottawa,Deck & fence builders,B,https://decks.ca/ottawa/,Ottawa,,,,1-800-263-4774,0,,"FAIL - national franchise, 40000+ decks built, franchisees across Canada since 1987",FALSE,FALSE,size FAIL - national franchise,Canada #1 deck company franchise. Not a target.
unqualified,MyDeck.ca,Deck & fence builders,B,https://www.mydeck.ca/,Ottawa,info@mydeck.ca,https://www.mydeck.ca/,,613-700-6127,0,,"FAIL - agency-built modern site, active blog updated March 2026, pricing page, careers page",FALSE,FALSE,"size FAIL - already has active marketing vendor, modern site, active blog",PVC and composite deck specialists. 10+ years. Self-performs all builds. Active blog pricing page warranty page. Already has vendor.
unqualified,Deck Guru Ottawa,Deck & fence builders,B,https://deck-guru.ca/,Ottawa,info@deck-guru.ca,https://deck-guru.ca/,,343-997-4005,0,,"FAIL - modern base44-hosted site, instant estimate tool, professional marketing, active 2026 booking",FALSE,FALSE,"size FAIL - modern agency-built site, already has marketing vendor",Custom decks railings privacy walls. 10+ years 200+ projects. 5-star rated. Modern platform. Already has vendor.
unqualified,Ken White Construction,Excavation / septic,B,https://kwconstruction.ca,Carp / Ottawa Valley,david@kwconstruction.ca,https://kwconstruction.ca,David White,+1 (613) 839-5460,0,,FAIL — agency-built last 3 yrs (Blue Collar Marketing + Imperium Web Design); active marketing blog; dedicated marketing staff (taylor@); merch shop; careers page,FALSE,FALSE,agency-built site (already has vendor); too established for cold outreach,Septic + excavation + demolition + new home construction since 1968; fully integrated; serves 80km radius from Carp; president/owner email publicly listed
unqualified,MD Excavation,Excavation / septic,B,https://www.mdexc.com,Limoges / Ottawa area,info@mdexc.com,https://www.mdexc.com,Don / Mike,+1 (613) 240-1719,0,,FAIL — clearly agency-built in last ~3 yrs (Solution By SEO WEB DESIGN; cookie consent; modern design; active blog),FALSE,FALSE,agency-built site (already has vendor),Septic + excavation + drainage; owners Don & Mike; small team bilingual; 30+ yrs experience; 5-star Google rating; serves Limoges/Embrun/Stittsville/Kanata area; July = peak septic season
unqualified,WRC Contracting,Excavation / septic,B,https://wrccontracting.com,Pakenham / Ottawa Valley,Jeff@wrccontracting.com,https://wrccontracting.com,Jeff,,0,,FAIL — agency-built last 3 yrs (Blue Collar Marketing + Imperium Web Design); careers page active; modern site with video gallery + financing plans,FALSE,FALSE,agency-built site (already has vendor),Excavation + septic + concrete + armour stone + farm construction; Pakenham ON; family run; Jeff@ owner email; July peak season; serves Stittsville/Kanata/Ottawa area
unqualified,Ottawa Septic Systems,Excavation / septic,B,https://ottawasepticsystems.ca,Kemptville / Ottawa area,,,,613-366-4768,0,,FAIL — backed by parent companies (John The Plumber + Environmental Plumbing); modern heavily SEO-optimized site; no standalone email found,FALSE,FALSE,parent company mentioned on homepage; no public email on own site,Full-service septic company; 24/7 emergency; installation + pumping + repair + inspection; serves Manotick/Greely/Kanata/Stittsville; modern professional site; July = peak season noted
unqualified,Shade Group Inc.,Excavation / septic,B,https://www.shadegroup.ca,West Ottawa / Almonte,sales@shadegroup.ca,https://www.shadegroup.ca,,343-262-4769,0,,FAIL — modern agency-quality site (2025 build); active blog; reCAPTCHA; in-house engineering team; strong review profile already — already has marketing sorted,FALSE,FALSE,modern site score <3 — already has strong online presence,Excavation + engineering + environmental services + landscaping; family team (Alan/Heather/Monica); serves Kanata/Carp/Stittsville/Manotick/Almonte; active Google reviews (35 reviews 5-star); July peak for land clearing + foundation work
unqualified,West Ottawa Door,Garage door installation,B,https://www.westottawadoor.com/,Michigan USA,,,,(616) 396-5111,0,,FAIL - Michigan USA business not Ottawa Ontario,FALSE,FALSE,Not Ottawa Ontario,Wix site Michigan-based dealer. Out of geography.
unqualified,Parsons Electronics Ltd,Garage door installation,B,https://parsonselectronics.com/,Ottawa,info@parsonselectronics.com,https://parsonselectronics.com/contact-us/,Garry Parsons,(613) 798-4444,0,,FAIL - est. 1948 3rd-generation commercial/industrial doors loading docks wholesale division,FALSE,FALSE,Size FAIL - large multi-service commercial/industrial supplier,Est. 1948 by Al Parsons now run by grandsons Jason and Jordan. Residential + commercial + industrial doors awnings gate operators loading docks wholesale. Likely 20+ staff.
